NL Subject,Subject Number,Country,Site,Date,Time,Date of Birth,Age (Years),Birth State,State,Occupation,Education,Number of Children,Fitness,Car Make,Car Model,Car Year,Gender,Race,Reported Height (cm),Reported Height (in),Reported Weight (kg),Reported Weight (lbs),Marital Status,Salary NL,Shoe Size NL,Jacket Size,Pants Size Waist,Pants Size Inseam,Blouse Size,Father Born,Mother Born,Work Posture,Work Hours,Cup Size,Bra Size NL,Size Underwear,Weight Gain
5873,15873,Netherlands,Soesterberg,11/1/2000,9:00,26/12/1956,43,Netherlands Antilles,Utrecht,Chemical Industry,Bachelors,0,2-3,Alfa Romeo,Intermediate,1999,Male,Netherlands/Other,200.00,78.74,105.00,231.49,Living Together,60kGuilders-90kGuilders,46,54,38,36,,Indonesia,Indonesia,Predominantly Sitting,40,,,6,About the Same
5874,15874,Netherlands,Soesterberg,12/1/2000,9:00,18/7/1939,61,Suriname,Utrecht,Unemployed,Bachelors,2,6-10,Seat,Intermediate,1994,Male,Netherlands/Dutch,182.00,71.65,65.00,143.30,Married,40kGuilders-60kGuilders,41,52,No Response,No Response,,Netherlands,Netherlands,No Response,No Response,,,5,About the Same
5875,15875,Netherlands,Soesterberg,17/1/2000,9:00,21/12/1937,62,Overijssel,Utrecht,Unemployed,High School,3,6-10,Volkswagen,Intermediate,1987,Male,Netherlands/Dutch,175.00,68.90,79.00,174.17,Married,30kGuilders-40kGuilders,46,54,34,36,,Netherlands,Netherlands,No Response,No Response,,,7,About the Same
5882,15882,Netherlands,Soesterberg,31/3/2000,15:00,23/10/1945,54,Noord Holland,Flevoland,Trade,High School,2,4-6,Suzuki,Station Wagon,1997,Female,Netherlands/Other,177.00,69.69,67.00,147.71,Divorced,40kGuilders-60kGuilders,40,,32,32,40,Netherlands,Croatia,Predominantly Sitting,45,A,85,L,About the Same
5883,15883,Netherlands,Soesterberg,14/1/2000,9:00,17/3/1964,36,Overijssel,Utrecht,Government,University,2,4-6,Nissan,Intermediate,1993,Male,Netherlands/Dutch,172.00,67.72,70.00,154.32,Married,90kGuilders-120kGuilders,41,48,31,32,,Netherlands,Netherlands,Predominantly Sitting,32,,,M,About the Same
5885,15885,Netherlands,Soesterberg,4/2/2000,11:15,14/5/1972,28,Utrecht,Utrecht,Health and Wellbeing,Bachelors,0,2-3,Fiat,Compact,1992,Female,Netherlands/Dutch,172.00,67.72,85.00,187.39,Single,30kGuilders-40kGuilders,40,,No Response,No Response,46,Netherlands,Netherlands,Predominantly Standing,36,C,90,L,Strong Decrease
5886,15886,Netherlands,Soesterberg,22/1/2000,9:45,10/2/1966,34,Utrecht,Utrecht,Administrative Support,Middle Level Education for Profession,3,4-6,Fiat,Intermediate,1999,Male,Netherlands/Dutch,180.00,70.87,105.00,231.49,Married,40kGuilders-60kGuilders,43,54,No Response,No Response,,Netherlands,Netherlands,Predominantly Sitting,40,,,L,About the Same
5887,15887,Netherlands,Soesterberg,6/5/2000,10:30,14/10/1972,28,Utrecht,Utrecht,Administrative Support,Middle Level Education for Profession,0,2-3,Renault,Compact,2000,Female,Netherlands/Dutch,167.00,65.75,63.00,138.89,Living Together,Don't Know,39,,32,32,38,Netherlands,Netherlands,Predominantly Sitting,40,D,80,M,About the Same
5888,15888,Netherlands,Soesterberg,11/1/2000,11:15,23/2/1966,34,Zuid Holland,Utrecht,Homemaker,Middle Level Education for Profession,3,2-3,Mitsubishi,Station Wagon,1995,Male,Netherlands/Dutch,179.00,70.47,90.00,198.42,Married,60kGuilders-90kGuilders,42,52,No Response,No Response,,Netherlands,Netherlands,Predominantly Walking or Cycling,No Response,,,5,Strong Increase
5889,15889,Netherlands,Soesterberg,12/2/2000,9:00,27/5/1971,29,Limburg,Gelderland,Industry,Bachelors,0,6-10,Nissan,Minivan,1995,Male,Netherlands/Dutch,175.00,68.90,80.00,176.37,Married,90kGuilders-120kGuilders,41,No Response,33,32,,Netherlands,Netherlands,Predominantly Standing,40,,,L,About the Same
5890,15890,Netherlands,Soesterberg,12/2/2000,9:00,17/4/1972,28,Limburg,Gelderland,Other Speciality Occupation,Bachelors,0,6-10,Nissan,Minivan,1995,Female,Netherlands/Dutch,175.00,68.90,66.00,145.51,Married,60kGuilders-90kGuilders,40,,32,32,40,Netherlands,Netherlands,Predominantly Walking or Cycling,40,C,75,L,About the Same
5891,15891,Netherlands,Soesterberg,17/1/2000,11:15,11/8/1949,50,Limburg,Gelderland,Hotels and Restaurants,Lower Level Education for Profession,0,0-1,Other,Intermediate,1996,Male,Netherlands/Other,200.00,78.74,98.00,216.05,Living Together,Don't Know,47,57,38,38,,Netherlands,Germany,Predominantly Walking or Cycling,40,,,XL,About the Same
5892,15892,Netherlands,Soesterberg,19/1/2000,9:00,4/3/1967,33,Utrecht,Utrecht,Financial Institutions,Bachelors,0,2-3,Citroen,Compact,1999,Male,Netherlands/Dutch,180.00,70.87,68.00,149.91,Single,40kGuilders-60kGuilders,41,50,No Response,No Response,,Netherlands,Netherlands,Predominantly Sitting,36,,,6,About the Same
5893,15893,Netherlands,Soesterberg,22/1/2000,15:00,9/5/1949,51,Noord Holland,Utrecht,Construction,University,3,4-6,Toyota,Station Wagon,1995,Male,Netherlands/Dutch,164.00,64.57,67.00,147.71,Married,60kGuilders-90kGuilders,40,46,33,32,,Netherlands,Netherlands,Predominantly Sitting,36,,,5,About the Same
5894,15894,Netherlands,Soesterberg,17/4/2000,15:45,14/9/1946,54,Zuid Holland,Utrecht,Health and Wellbeing,Middle Level Education for Profession,3,0-1,Toyota,Compact,1993,Female,Netherlands/Dutch,167.00,65.75,57.00,125.66,Married,40kGuilders-60kGuilders,40,,No Response,No Response,40,Netherlands,Netherlands,Predominantly Walking or Cycling,32,C,80,38,About the Same
5895,15895,Netherlands,Soesterberg,7/1/2000,16:00,10/12/1948,51,Noord Holland,Utrecht,Administrative Support,Middle Level Education for Profession,2,0-1,Honda,Intermediate,1993,Male,Netherlands/Dutch,186.00,73.23,92.50,203.93,Married,60kGuilders-90kGuilders,44,53,38,No Response,,Netherlands,Netherlands,Predominantly Sitting,32,,,L,Strong Decrease
5897,15897,Netherlands,Soesterberg,20/1/2000,15:00,13/2/1940,60,Utrecht,Utrecht,Unemployed,Elementary School,2,More than 10,Ford,Compact,1988,Male,Netherlands/Dutch,178.00,70.08,70.00,154.32,Married,30kGuilders-40kGuilders,42,51,No Response,No Response,,Netherlands,Netherlands,No Response,No Response,,,L,About the Same
5898,15898,Netherlands,Soesterberg,20/1/2000,15:45,7/7/1936,64,Utrecht,Utrecht,Homemaker,Elementary School,2,4-6,No Response,No Response,,Female,Netherlands/Dutch,166.00,65.35,94.00,207.23,Married,30kGuilders-40kGuilders,41.5,,No Response,No Response,48,Netherlands,Netherlands,Predominantly Walking or Cycling,No Response,C,100,46,Strong Increase
5903,15903,Netherlands,Soesterberg,5/2/2000,13:30,14/2/1963,37,Utrecht,Noord Holland,Health and Wellbeing,Bachelors,0,4-6,No Response,No Response,,Female,Netherlands/Dutch,195.00,76.77,81.00,178.57,Single,30kGuilders-40kGuilders,44,,34,38,No Response,Netherlands,Netherlands,Predominantly Sitting,30,A,80,L,About the Same
5905,15905,Netherlands,Soesterberg,21/1/2000,9:00,23/1/1963,37,Noord Holland,Utrecht,Health and Wellbeing,Middle Level Education for Profession,1,4-6,Volkswagen,Intermediate,1986,Female,Netherlands/Other,163.00,64.17,80.00,176.37,Married,40kGuilders-60kGuilders,36.5,,36,No Response,44,Indonesia,Netherlands,Predominantly Sitting,36,D,80,L,About the Same
5906,15906,Netherlands,Soesterberg,29/1/2000,9:45,23/12/1975,24,Overijssel,Utrecht,Transport Storage and Communication,Lower Level Education for Profession,0,More than 10,Volkswagen,Minivan,1999,Male,Netherlands/Dutch,185.00,72.83,96.00,211.64,Living Together,Don't Know,43,58,36,34,,Netherlands,Netherlands,Carrying and Lifting,36,,,L,About the Same
5909,15909,Netherlands,Soesterberg,26/1/2000,14:45,4/5/1970,30,Utrecht,Utrecht,Financial Institutions,Bachelors,0,2-3,Toyota,Compact,1991,Male,Netherlands/Dutch,176.00,69.29,83.00,182.98,Single,40kGuilders-60kGuilders,43,52,36,36,,Netherlands,Netherlands,Predominantly Sitting,36,,,7,About the Same
5911,15911,Netherlands,Soesterberg,15/1/2000,11:00,13/10/1939,60,Netherlands Antilles,Utrecht,Health and Wellbeing,Middle Level Education for Profession,5,6-10,No Response,No Response,,Female,Netherlands/Other,162.00,63.78,63.00,138.89,Divorced,Don't Know,37,,No Response,32,38,Netherlands Antilles,Netherlands Antilles,Predominantly Walking or Cycling,32,B,80,M,About the Same
5912,15912,Netherlands,Soesterberg,26/1/2000,11:15,26/7/1968,32,Utrecht,Utrecht,Financial Institutions,Middle Level Education for Profession,1,2-3,Suzuki,Compact,1990,Female,Netherlands/Dutch,171.00,67.32,61.50,135.58,Married,60kGuilders-90kGuilders,38,,28,32,38,Netherlands,Netherlands,Predominantly Sitting,24,B,80,38,About the Same
5913,15913,Netherlands,Soesterberg,27/1/2000,15:00,26/9/1935,64,Gelderland,Flevoland,Industry,Middle Level Education for Profession,2,0-1,Ford,Intermediate,1982,Male,Netherlands/Other,170.00,66.93,55.00,121.25,Divorced,Don't Know,41,No Response,No Response,No Response,,Netherlands,Germany,Predominantly Standing,40,,,No Response,About the Same
5914,15914,Netherlands,Soesterberg,12/2/2000,10:30,14/3/1977,23,Utrecht,Utrecht,Health and Wellbeing,Middle Level Education for Profession,0,0-1,Daihatsu,Compact,,Female,Netherlands/Dutch,173.00,68.11,61.00,134.48,Single,Don't Know,39,,29,30,38,Netherlands,Netherlands,Predominantly Standing,40,B,75,M,About the Same
5915,15915,Netherlands,Soesterberg,25/1/2000,10:30,18/10/1976,23,Utrecht,Utrecht,Education,Bachelors,0,2-3,No Response,No Response,,Female,Netherlands/Dutch,171.00,67.32,73.00,160.94,Single,Don't Know,40,,No Response,No Response,38,Netherlands,Netherlands,Predominantly Standing,20,B,80,M,About the Same
5917,15917,Netherlands,Soesterberg,5/2/2000,11:15,24/2/1950,50,Utrecht,Utrecht,Hotels and Restaurants,Lower Level Education for Profession,2,4-6,Volvo,Intermediate,1991,Female,Netherlands/Dutch,165.00,64.96,72.00,158.73,Married,Don't Know,37,,No Response,30,42,Netherlands,Netherlands,Carrying and Lifting,28,E,80,L,About the Same
5918,15918,Netherlands,Soesterberg,5/2/2000,11:15,23/6/1974,26,Utrecht,Utrecht,Administrative Support,Middle Level Education for Profession,1,4-6,Volkswagen,Station Wagon,1992,Female,Netherlands/Dutch,170.00,66.93,66.00,145.51,Engaged,Don't Know,39,,31,34,40,Netherlands,Netherlands,Predominantly Sitting,37,D,75,M,About the Same
5919,15919,Netherlands,Soesterberg,29/1/2000,10:30,27/11/1975,24,Utrecht,Utrecht,Administrative Support,Middle Level Education for Profession,0,More than 10,Suzuki,Compact,1987,Female,Netherlands/Dutch,170.00,66.93,65.00,143.30,Living Together,Don't Know,37,,34,34,42,Netherlands,Netherlands,Predominantly Standing,25,C,80,L,About the Same
5922,15922,Netherlands,Soesterberg,21/1/2000,12:45,30/12/1954,45,Noord Holland,Noord Holland,Trade,Bachelors,3,0-1,Renault,Intermediate,1997,Female,Netherlands/Other,168.00,66.14,85.00,187.39,Divorced,60kGuilders-90kGuilders,40.5,,No Response,No Response,44,Swaziland,Netherlands,Predominantly Sitting,40,B,90,L,About the Same
5923,15923,Netherlands,Soesterberg,4/5/2000,15:00,23/10/1977,23,Noord Holland,Noord Holland,Health and Wellbeing,Middle Level Education for Profession,0,6-10,Ford,Intermediate,1991,Female,Netherlands/Dutch,165.00,64.96,55.00,121.25,Single,30kGuilders-40kGuilders,37,,29,32,36,Netherlands,Netherlands,Predominantly Walking or Cycling,36,B,75,S,About the Same
5925,15925,Netherlands,Soesterberg,26/2/2000,9:00,27/3/1965,35,Noord Holland,Utrecht,Trade,Bachelors,2,2-3,Peugeot,Intermediate,2000,Male,Netherlands/Dutch,182.00,71.65,100.00,220.46,Living Together,90kGuilders-120kGuilders,42,54,36,34,,Netherlands,Netherlands,Predominantly Sitting,60,,,XL,About the Same
5927,15927,Netherlands,Soesterberg,30/3/2000,12:45,7/8/1959,41,Utrecht,Utrecht,Health and Wellbeing,Bachelors,2,4-6,Suzuki,Compact,1991,Female,Netherlands/Dutch,167.00,65.75,84.00,185.19,Married,90kGuilders-120kGuilders,39,,No Response,No Response,44,Netherlands,Netherlands,Predominantly Walking or Cycling,24,C,90,XL,About the Same
5928,15928,Netherlands,Soesterberg,3/2/2000,9:30,1/2/1964,36,Gelderland,Gelderland,Homemaker,Lower Level Education for Profession,2,4-6,Toyota,Intermediate,1990,Female,Netherlands/Dutch,176.00,69.29,79.00,174.17,Married,40kGuilders-60kGuilders,40,,34,32,44,Netherlands,Netherlands,Predominantly Walking or Cycling,No Response,C,85,L,About the Same
5929,15929,Netherlands,Soesterberg,24/1/2000,11:15,13/2/1938,62,Utrecht,Noord Holland,Unemployed,Bachelors,1,More than 10,BMW,Intermediate,1986,Male,Netherlands/Dutch,179.00,70.47,80.00,176.37,Single,40kGuilders-60kGuilders,43,52,No Response,No Response,,Netherlands,Netherlands,No Response,No Response,,,M,About the Same
5932,15932,Netherlands,Soesterberg,2/5/2000,15:00,11/2/1951,49,Utrecht,Utrecht,Trade,High School,3,4-6,Opel,Intermediate,1989,Female,Netherlands/Dutch,157.00,61.81,63.00,138.89,Married,40kGuilders-60kGuilders,37,,No Response,No Response,40,Netherlands,Netherlands,Predominantly Sitting,20,D,80,M,About the Same
5933,15933,Netherlands,Soesterberg,9/2/2000,14:15,19/8/1978,22,Utrecht,Utrecht,Other Speciality Occupation,Bachelors,0,0-1,No Response,No Response,,Female,Netherlands/Dutch,157.00,61.81,51.00,112.44,Single,20kGuilders-30kGuilders,36,,No Response,No Response,38,Netherlands,Netherlands,Predominantly Sitting,20,E,70,S,About the Same
5934,15934,Netherlands,Soesterberg,18/4/2000,9:00,24/4/1965,35,Gelderland,Noord Holland,Other Speciality Occupation,Bachelors,3,6-10,Daihatsu,Compact,1991,Female,Netherlands/Dutch,168.00,66.14,68.00,149.91,Married,Don't Know,40,,No Response,No Response,40,Netherlands,Netherlands,Carrying and Lifting,6,B,75,M,Strong Decrease
5935,15935,Netherlands,Soesterberg,26/1/2000,12:45,27/5/1966,34,Limburg,Utrecht,Health and Wellbeing,University,0,0-1,Ford,Compact,1997,Female,Netherlands/Dutch,156.00,61.42,56.00,123.46,Single,30kGuilders-40kGuilders,34.5,,No Response,No Response,38,Netherlands,Netherlands,Predominantly Sitting,45,B,80,M,Strong Decrease
5939,15939,Netherlands,Soesterberg,1/2/2000,15:45,24/9/1977,22,Utrecht,Utrecht,Transport Storage and Communication,Lower Level Education for Profession,0,4-6,Opel,Station Wagon,1998,Female,Netherlands/Dutch,173.00,68.11,60.50,133.38,Living Together,Don't Know,39,,32,31,No Response,Netherlands,Netherlands,Carrying and Lifting,40,B,85,M,About the Same
5941,15941,Netherlands,Soesterberg,4/5/2000,14:00,2/6/1968,32,Utrecht,Utrecht,Health and Wellbeing,Middle Level Education for Profession,1,2-3,Seat,Compact,1988,Female,Netherlands/Dutch,168.00,66.14,47.00,103.62,Divorced,20kGuilders-30kGuilders,37,,28,30,36,Netherlands,Netherlands,No Response,20,B,70,S,About the Same
5942,15942,Netherlands,Soesterberg,13/4/2000,11:15,18/4/1966,34,Gelderland,Gelderland,Education,Bachelors,0,0-1,Renault,Intermediate,1994,Female,Netherlands/Dutch,164.00,64.57,95.00,209.44,Married,60kGuilders-90kGuilders,39,34,36,No Response,48,Netherlands,Netherlands,Predominantly Sitting,28,A,No Response,L,About the Same
5944,15944,Netherlands,Soesterberg,12/1/2000,10:30,14/4/1973,27,Noord Holland,Utrecht,Armed Services,University,0,4-6,Toyota,Intermediate,1994,Male,Netherlands/Dutch,187.00,73.62,80.00,176.37,Living Together,40kGuilders-60kGuilders,42.5,49,33,32,,Netherlands,Netherlands,Predominantly Sitting,40,,,6,About the Same
5945,15945,Netherlands,Soesterberg,12/1/2000,13:00,16/3/1969,31,No Response,Zambia,Armed Services,University,0,4-6,Peugeot,Intermediate,1989,Male,Netherlands/Dutch,190.00,74.80,83.00,182.98,Living Together,40kGuilders-60kGuilders,44,No Response,33,34,,Netherlands,Netherlands,Predominantly Sitting,40,,,5,About the Same
5946,15946,Netherlands,Soesterberg,13/1/2000,12:45,23/5/1962,38,Gelderland,Utrecht,Administrative Support,Bachelors,0,2-3,Chevrolet,Pick-up,1996,Male,Netherlands/Dutch,185.00,72.83,75.00,165.35,Married,120kGuilders-160kGuilders,42,52,34,36,,Netherlands,Netherlands,Predominantly Sitting,60,,,M,About the Same
5949,15949,Netherlands,Soesterberg,22/2/2000,9:30,1/2/1954,46,Noord Holland,Flevoland,Homemaker,High School,6,2-3,Mitsubishi,Intermediate,1987,Female,Netherlands/Other,161.00,63.39,135.00,297.62,Married,20kGuilders-30kGuilders,39,,No Response,No Response,60,Belgium,Netherlands,No Response,No Response,E,100,No Response,About the Same
5950,15950,Netherlands,Soesterberg,17/6/2000,11:15,27/8/1970,30,Noord Holland,Noord Holland,Trade,Lower Level Education for Profession,2,6-10,Opel,Intermediate,1987,Female,Netherlands/Other,173.00,68.11,65.00,143.30,Married,Don't Know,40,,33,36,40,Turkey,Netherlands,Predominantly Standing,20,E,75,M,Strong Decrease
5951,15951,Netherlands,Soesterberg,25/1/2000,14:15,2/6/1959,41,Utrecht,Utrecht,Health and Wellbeing,Middle Level Education for Profession,1,4-6,No Response,No Response,,Female,Netherlands/Dutch,181.00,71.26,60.00,132.28,Married,90kGuilders-120kGuilders,39,,30,36,40,Netherlands,Netherlands,Predominantly Sitting,24,A,80,39,About the Same
5952,15952,Netherlands,Soesterberg,21/1/2000,15:00,13/1/1943,57,Utrecht,Utrecht,Unemployed,Middle Level Education for Profession,2,More than 10,Nissan,Intermediate,1998,Male,Netherlands/Dutch,180.00,70.87,82.00,180.78,Married,60kGuilders-90kGuilders,42,50,No Response,No Response,,Netherlands,Netherlands,No Response,No Response,,,5,About the Same
5953,15953,Netherlands,Soesterberg,24/1/2000,14:15,19/4/1943,57,Australia,Utrecht,Homemaker,Middle Level Education for Profession,2,4-6,Opel,Intermediate,1998,Female,Netherlands/Dutch,168.00,66.14,78.00,171.96,Married,No Response,38,,No Response,No Response,44,Netherlands,Netherlands,Predominantly Walking or Cycling,20,E,No Response,XL,Strong Decrease
5955,15955,Netherlands,Soesterberg,11/3/2000,11:00,21/7/1978,22,Zuid Holland,Noord Holland,Industry,Middle Level Education for Profession,0,0-1,Mazda,Sports Car,1989,Male,Netherlands/Other,178.00,70.08,62.00,136.69,Married,40kGuilders-60kGuilders,42,46,31,32,,India,Netherlands,Predominantly Sitting,40,,,L,About the Same
5956,15956,Netherlands,Soesterberg,25/1/2000,15:00,10/12/1952,47,Gelderland,Gelderland,Homemaker,High School,2,More than 10,No Response,No Response,,Female,Netherlands/Dutch,168.00,66.14,62.00,136.69,Married,30kGuilders-40kGuilders,37,,No Response,No Response,40,Netherlands,Netherlands,No Response,No Response,B,85,40,About the Same
5957,15957,Netherlands,Soesterberg,27/1/2000,10:30,4/10/1963,36,Utrecht,Utrecht,Administrative Support,Bachelors,0,2-3,Honda,Intermediate,1993,Male,Netherlands/Dutch,172.00,67.72,102.00,224.87,Single,40kGuilders-60kGuilders,40,No Response,No Response,No Response,,Netherlands,Netherlands,Predominantly Sitting,40,,,XL,About the Same
5958,15958,Netherlands,Soesterberg,15/1/2000,15:00,20/10/1970,29,Limburg,Utrecht,Financial Institutions,University,1,0-1,Volkswagen,Compact,,Male,Netherlands/Dutch,183.00,72.05,71.00,156.53,Divorced,40kGuilders-60kGuilders,42,49,33,36,,Netherlands,Netherlands,Predominantly Sitting,60,,,M,About the Same
5959,15959,Netherlands,Soesterberg,9/2/2000,9:45,21/6/1970,30,Utrecht,Utrecht,Education,Lower Level Education for Profession,1,0-1,Toyota,Compact,1991,Female,Netherlands/Dutch,178.00,70.08,64.00,141.10,Single,Don't Know,41,,No Response,No Response,38,Netherlands,Netherlands,Predominantly Sitting,20,B,75,M,About the Same
5960,15960,Netherlands,Soesterberg,31/1/2000,11:15,19/10/1953,46,Zuid Holland,Utrecht,Administrative Support,Bachelors,3,4-6,Fiat,Compact,1996,Female,Netherlands/Dutch,170.00,66.93,85.00,187.39,Divorced,20kGuilders-30kGuilders,41,,No Response,No Response,42,Netherlands,Netherlands,Predominantly Sitting,28,B,95,XL,Strong Increase
5961,15961,Netherlands,Soesterberg,16/2/2000,15:45,16/12/1964,35,Suriname,Noord Holland,Other Speciality Occupation,High School,1,2-3,Hyundai,Luxury,1995,Female,Netherlands/Other,160.00,62.99,45.00,99.21,Single,No Response,37,,No Response,No Response,34,Suriname,Suriname,Predominantly Walking or Cycling,29,A,70,34,Strong Decrease
5966,15966,Netherlands,Soesterberg,18/1/2000,11:33,14/12/1959,40,Gelderland,Utrecht,Other Speciality Occupation,University,2,6-10,Toyota,Intermediate,1986,Male,Netherlands/Dutch,178.00,70.08,61.00,134.48,Married,90kGuilders-120kGuilders,40,No Response,No Response,No Response,,Netherlands,Netherlands,Predominantly Sitting,40,,,M,About the Same
5967,15967,Netherlands,Soesterberg,18/1/2000,13:00,8/7/1962,38,Zuid Holland,Utrecht,Other Speciality Occupation,Bachelors,3,0-1,Daihatsu,Compact,1992,Female,Netherlands/Other,180.00,70.87,67.00,147.71,Divorced,Don't Know,40,,30,36,40,Netherlands,India,Predominantly Standing,16,B,70,M,About the Same
5968,15968,Netherlands,Soesterberg,31/1/2000,15:00,8/9/1942,57,Utrecht,Utrecht,Transport Storage and Communication,Elementary School,2,0-1,Fiat,bestel,1999,Male,Netherlands/Dutch,183.00,72.05,96.00,211.64,Single,40kGuilders-60kGuilders,44,54,36,No Response,,Netherlands,Netherlands,Predominantly Sitting,40,,,L,Strong Increase
5969,15969,Netherlands,Soesterberg,18/1/2000,14:45,24/1/1960,40,Overijssel,Utrecht,Other Speciality Occupation,Bachelors,0,4-6,No Response,No Response,,Female,Netherlands/Dutch,184.00,72.44,72.00,158.73,Living Together,60kGuilders-90kGuilders,41,,31,36,40,Netherlands,Netherlands,Predominantly Sitting,32,B,80,M,About the Same
5970,15970,Netherlands,Soesterberg,19/1/2000,9:45,30/5/1962,38,Utrecht,Utrecht,Health and Wellbeing,Bachelors,2,6-10,Peugeot,Intermediate,1991,Male,Netherlands/Dutch,165.00,64.96,59.00,130.07,Married,60kGuilders-90kGuilders,41,42,31,30,,Netherlands,Netherlands,Predominantly Walking or Cycling,32,,,4,About the Same
5973,15973,Netherlands,Soesterberg,22/1/2000,9:15,29/8/1974,25,Gelderland,Gelderland,Other Speciality Occupation,University,0,4-6,Citroen,Compact,1991,Male,Netherlands/Dutch,186.00,73.23,77.00,169.76,Single,Less than 20kGuilders,44,No Response,28,31,,Netherlands,Netherlands,Predominantly Sitting,40,,,5,About the Same
5974,15974,Netherlands,Soesterberg,31/1/2000,12:45,19/10/1953,46,Utrecht,Utrecht,Other Speciality Occupation,Bachelors,0,4-6,Volvo,Intermediate,1986,Male,Netherlands/Dutch,186.00,73.23,80.00,176.37,Single,30kGuilders-40kGuilders,45,52,33,36,,Netherlands,Netherlands,Predominantly Standing,20,,,6,About the Same
5975,15975,Netherlands,Soesterberg,22/1/2000,11:00,16/7/1950,50,Zuid Holland,Gelderland,Administrative Support,Bachelors,2,4-6,Renault,Other,1994,Male,Netherlands/Dutch,171.00,67.32,68.00,149.91,Married,90kGuilders-120kGuilders,41,48,31,30,,Netherlands,Netherlands,Predominantly Sitting,50,,,M,About the Same
5978,15978,Netherlands,Soesterberg,1/3/2000,15:00,5/8/1947,53,Germany,Noord Holland,Homemaker,High School,0,4-6,Renault,Intermediate,1995,Female,Netherlands/Other,178.00,70.08,78.00,171.96,Married,Don't Know,41,,No Response,No Response,44,Germany,Germany,No Response,No Response,A,85,L,Strong Increase
5980,15980,Netherlands,Soesterberg,28/1/2000,11:00,27/11/1936,63,Gelderland,Gelderland,Unemployed,High School,1,More than 10,Citroen,Intermediate,1996,Male,Netherlands/Dutch,168.00,66.14,69.00,152.12,Registered Partnership,60kGuilders-90kGuilders,42,46,32,No Response,,Netherlands,Netherlands,No Response,No Response,,,5,About the Same
5982,15982,Netherlands,Soesterberg,7/2/2000,16:00,15/1/1957,43,Gelderland,Gelderland,Health and Wellbeing,Bachelors,2,2-3,Fiat,Intermediate,1988,Male,Netherlands/Dutch,190.00,74.80,79.00,174.17,Married,60kGuilders-90kGuilders,44,52,No Response,No Response,,Netherlands,Netherlands,Predominantly Walking or Cycling,40,,,5,About the Same
5983,15983,Netherlands,Soesterberg,19/2/2000,9:00,25/3/1958,42,Gelderland,Zuid Holland,Industry,High School,3,2-3,Volkswagen,Minivan,1993,Male,Netherlands/Dutch,207.00,81.50,130.00,286.60,Married,30kGuilders-40kGuilders,49,No Response,38,38,,Netherlands,Netherlands,Predominantly Sitting,40,,,7,About the Same
5984,15984,Netherlands,Soesterberg,27/1/2000,13:45,9/4/1973,27,Utrecht,Utrecht,Education,Middle Level Education for Profession,0,4-6,No Response,No Response,,Male,Netherlands/Dutch,198.00,77.95,76.00,167.55,Married,20kGuilders-30kGuilders,49,No Response,31,36,,Netherlands,Netherlands,Predominantly Standing,40,,,7,About the Same
5985,15985,Netherlands,Soesterberg,3/2/2000,10:00,28/3/1964,36,Gelderland,Gelderland,Health and Wellbeing,Bachelors,2,2-3,Toyota,Intermediate,1990,Male,Netherlands/Dutch,193.00,75.98,78.00,171.96,Married,40kGuilders-60kGuilders,45,51,32,36,,Netherlands,Netherlands,Predominantly Walking or Cycling,36,,,5,About the Same
5986,15986,Netherlands,Soesterberg,27/1/2000,9:45,17/7/1957,43,Friesland,Utrecht,Unemployed,Middle Level Education for Profession,0,2-3,No Response,No Response,,Male,Netherlands/Dutch,175.00,68.90,60.00,132.28,Single,Less than 20kGuilders,38,No Response,29,34,,Netherlands,Netherlands,No Response,No Response,,,4,About the Same
5987,15987,Netherlands,Soesterberg,24/3/2000,15:45,29/6/1977,23,Zuid Holland,Utrecht,Health and Wellbeing,Bachelors,0,2-3,Mitsubishi,Compact,1988,Female,Netherlands/Dutch,178.00,70.08,70.00,154.32,Single,Don't Know,39,,31,34,40,Netherlands,Netherlands,Predominantly Walking or Cycling,36,D,80,M,About the Same
5988,15988,Netherlands,Soesterberg,7/2/2000,15:00,27/7/1942,58,Friesland,Utrecht,Health and Wellbeing,Middle Level Education for Profession,2,6-10,Ford,Intermediate,1991,Male,Netherlands/Dutch,198.00,77.95,115.00,253.53,Married,60kGuilders-90kGuilders,49,56,No Response,38,,Netherlands,Netherlands,Predominantly Sitting,36,,,8,About the Same
5989,15989,Netherlands,Soesterberg,7/2/2000,14:15,17/5/1941,59,Gelderland,Utrecht,Health and Wellbeing,Middle Level Education for Profession,2,0-1,Ford,Intermediate,1991,Female,Netherlands/Dutch,176.00,69.29,65.00,143.30,Married,60kGuilders-90kGuilders,40,,32,No Response,40,Netherlands,Netherlands,Predominantly Standing,19,A,75,M,About the Same
5990,15990,Netherlands,Soesterberg,25/1/2000,13:30,30/4/1960,40,Zuid Holland,Utrecht,Education,Bachelors,0,4-6,Nissan,Intermediate,1996,Female,Netherlands/Dutch,159.00,62.60,57.00,125.66,Living Together,60kGuilders-90kGuilders,37,,28,28,38,Netherlands,Netherlands,Predominantly Sitting,36,B,75,M,About the Same
5991,15991,Netherlands,Soesterberg,3/2/2000,15:45,1/6/1960,40,Groningen,Utrecht,Other Speciality Occupation,Lower Level Education for Profession,0,0-1,Fiat,Intermediate,1994,Male,Netherlands/Dutch,199.00,78.35,117.00,257.94,Married,40kGuilders-60kGuilders,45,59,42,40,34,Netherlands,Netherlands,Predominantly Standing,40,,,7,About the Same
